Timestamp,Airport,Timezone,DirInten,Visibility,Weather0,Weather1,CG0,CG1,CG2,TTD,Pressure,ReraRets
2006060508,SBKG,050800Z,15004KT,5000,BR,na,SCT006,BKN012,BKN015,21/21,Q1015,NULL
2006060509,SBKG,050900Z,17004KT,9999,na,na,FEW006,SCT012,BKN018,21/20,Q1015,NULL
2006060510,SBKG,051000Z,16006KT,9999,na,na,SCT009,BKN012,na,21/20,Q1016,NULL
2006060511,SBKG,051100Z,16006KT,9999,na,na,SCT010,BKN015,na,22/21,Q1017,NULL
2006060512,SBKG,051200Z,18007KT,9999,na,na,SCT015,BKN018,na,23/21,Q1017,NULL
2006060513,SBKG,051300Z,15008KT,9999,na,na,BKN020,na,na,26/19,Q1016,NULL
2006060514,SBKG,051400Z,12010KT,9999,na,na,BKN020,na,na,26/20,Q1016,NULL
2006060515,SBKG,051500Z,12008KT,9999,na,na,BKN020,na,na,27/20,Q1015,NULL
2006060516,SBKG,051600Z,15006KT,9999,na,na,BKN020,na,na,26/20,Q1014,NULL
2006060517,SBKG,051700Z,13010KT,9999,na,na,BKN015,na,na,26/19,Q1014,NULL
2006060518,SBKG,051800Z,12007KT,4000,-RA,BR,SCT010,BKN015,na,24/21,Q1016,NULL
2006060519,SBKG,051900Z,12002KT,6000,na,na,SCT010,BKN015,BKN100,23/21,Q1014,NULL
2006060520,SBKG,052000Z,12006KT,6000,-RA,na,SCT010,BKN015,BKN100,22/21,Q1015,NULL
2006060521,SBKG,052100Z,12002KT,9999,na,na,SCT010,BKN015,na,22/21,Q1015,NULL
2006060522,SBKG,052200Z,13006KT,5000,-RA,BR,FEW006,SCT010,BKN015,21/20,Q1016,NULL
2006060603,SBKG,060315Z,00000KT,9999,na,na,BKN030,na,na,20/19,Q1017,NULL
2006060604,SBKG,060400Z,30002KT,9999,na,na,BKN020,na,na,20/19,Q1016,NULL
2006060605,SBKG,060500Z,00000KT,CAVOK,na,na,na,na,na,20/20,Q1016,NULL
2006060606,SBKG,060600Z,00000KT,CAVOK,na,na,na,na,na,20/19,Q1016,NULL
2006060607,SBKG,060700Z,28002KT,9999,na,na,BKN025,na,na,20/19,Q1016,NULL
2006060608,SBKG,060800Z,00000KT,5000,-RA,na,BKN010,BKN018,na,20/19,Q1017,NULL
2006060608,SBKG,060812Z,00000KT,9999,na,na,SCT015,BKN100,na,20/19,Q1017,NULL
2006060609,SBKG,060900Z,00000KT,9999,na,na,SCT018,BKN100,na,20/19,Q1017,NULL
2006060610,SBKG,061000Z,21005KT,9999,na,na,SCT018,BKN100,na,20/20,Q1017,NULL
2006060611,SBKG,061100Z,24008KT,9999,na,na,FEW015,SCT100,na,22/20,Q1018,NULL
2006060612,SBKG,061200Z,21006KT,9999,na,na,SCT016,na,na,24/21,Q1018,NULL
2006060613,SBKG,061300Z,18002KT,9999,na,na,BKN022,na,na,25/20,Q1017,NULL
2006060614,SBKG,061400Z,21003KT,9999,na,na,BKN030,na,na,27/19,Q1017,NULL
2006060615,SBKG,061500Z,16004KT,9999,na,na,BKN032,na,na,27/20,Q1016,NULL
2006060616,SBKG,061600Z,11006KT,9999,na,na,BKN023,na,na,27/21,Q1015,NULL
2006060617,SBKG,061700Z,10004KT,9999,na,na,BKN023,na,na,28/20,Q1014,NULL
2006060618,SBKG,061800Z,08004KT,9999,na,na,BKN023,na,na,27/21,Q1014,NULL
2006060619,SBKG,061900Z,10004KT,9999,na,na,SCT020,na,na,27/21,Q1014,NULL
2006060620,SBKG,062000Z,12008KT,9999,na,na,BKN020,na,na,26/20,Q1015,NULL
2006060621,SBKG,062100Z,10006KT,9999,na,na,SCT020,na,na,24/20,Q1016,NULL
2006060622,SBKG,062200Z,11008KT,9999,na,na,SCT017,na,na,24/21,Q1016,NULL
2006060702,SBKG,070215Z,12002KT,9999,na,na,FEW010,SCT012,BKN080,22/21,Q1017,NULL
2006060703,SBKG,070300Z,00000KT,CAVOK,na,na,na,na,na,22/20,Q1017,NULL
2006060704,SBKG,070400Z,00000KT,9999,na,na,FEW010,na,na,21/21,Q1016,NULL
2006060705,SBKG,070500Z,00000KT,9999,na,na,SCT012,na,na,20/20,Q1016,NULL
2006060706,SBKG,070600Z,00000KT,9999,FG,SKC,na,na,na,20/20,Q1016,NULL
2006060707,SBKG,070700Z,00000KT,9999,na,na,SCT012,na,na,20/20,Q1016,NULL
2006060708,SBKG,070800Z,00000KT,CAVOK,na,na,na,na,na,20/20,Q1016,NULL
2006060709,SBKG,070900Z,00000KT,9999,na,na,BKN015,SCT300,na,20/20,Q1016,NULL
2006060710,SBKG,071000Z,22003KT,8000,NSC,na,na,na,na,21/21,Q1017,NULL
2006060711,SBKG,071100Z,18004KT,9999,na,na,FEW012,BKN015,BKN100,23/21,Q1017,NULL
2006060712,SBKG,071200Z,17005KT,9999,na,na,BKN020,BKN100,na,24/20,Q1018,NULL
2006060713,SBKG,071300Z,00000KT,9999,na,na,BKN022,na,na,27/19,Q1017,NULL
2006060714,SBKG,071400Z,15004KT,9999,na,na,BKN026,na,na,27/20,Q1017,NULL
2006060715,SBKG,071500Z,19003KT,9999,na,na,BKN032,na,na,28/20,Q1016,NULL
2006060716,SBKG,071600Z,11006KT,9999,na,na,BKN023,na,na,28/20,Q1014,NULL
2006060717,SBKG,071700Z,15008KT,9999,na,na,BKN023,na,na,28/21,Q1014,NULL
2006060718,SBKG,071800Z,14010KT,9999,na,na,BKN020,na,na,27/21,Q1013,NULL
2006060719,SBKG,071900Z,12012KT,9999,na,na,BKN020,na,na,25/22,Q1014,NULL
2006060720,SBKG,072000Z,13008KT,9999,na,na,BKN020,na,na,24/21,Q1014,NULL
2006060721,SBKG,072100Z,12006KT,9999,na,na,SCT017,BKN100,na,23/21,Q1016,NULL
2006060722,SBKG,072200Z,12006KT,9999,na,na,SCT017,BKN100,na,23/21,Q1016,NULL
2006060803,SBKG,080315Z,18006KT,9999,na,na,SCT006,BKN012,BKN090,21/21,Q1017,NULL
2006060804,SBKG,080400Z,17006KT,9999,na,na,SCT006,BKN012,BKN090,21/21,Q1016,NULL
2006060805,SBKG,080500Z,18006KT,3000,-RA,na,SCT006,BKN010,BKN015,21/21,Q1016,NULL
2006060806,SBKG,080600Z,18006KT,4500,-RA,na,FEW008,BKN016,OVC070,20/20,Q1016,NULL
2006060807,SBKG,080700Z,21004KT,9999,na,na,SCT006,BKN014,OVC070,20/20,Q1016,NULL
2006060808,SBKG,080800Z,00000KT,9999,-RA,na,SCT008,BKN012,OVC070,20/20,Q1016,NULL
2006060809,SBKG,080900Z,21006KT,9000,na,na,BKN012,BKN015,BKN070,20/20,Q1017,NULL
2006060809,SBKG,080932Z,24006KT,9999,na,na,SCT012,BKN015,BKN090,21/19,Q1017,NULL
2006060810,SBKG,081000Z,23007KT,9999,na,na,SCT015,BKN017,BKN090,21/20,Q1017,NULL
2006060811,SBKG,081100Z,24006KT,9999,na,na,SCT015,BKN020,BKN090,22/20,Q1018,NULL
2006060812,SBKG,081200Z,22002KT,9999,na,na,BKN020,BKN090,na,23/20,Q1018,NULL
2006060813,SBKG,081300Z,17009KT,9999,na,na,BKN020,BKN100,na,24/21,Q1018,NULL
2006060814,SBKG,081400Z,20007KT,9999,na,na,BKN020,BKN100,na,26/20,Q1017,NULL
2006060815,SBKG,081500Z,19010KT,9999,na,na,BKN020,BKN100,na,25/21,Q1016,NULL
2006060816,SBKG,081600Z,16008KT,9999,na,na,BKN020,SCT300,na,24/20,Q1016,NULL
2006060817,SBKG,081700Z,16008KT,9999,na,na,BKN020,SCT300,na,25/19,Q1015,NULL
2006060818,SBKG,081800Z,19006KT,9999,na,na,BKN020,BKN300,na,25/19,Q1015,NULL
2006060819,SBKG,081900Z,19006KT,9999,na,na,BKN023,na,na,25/20,Q1015,NULL
2006060820,SBKG,082000Z,15006KT,9999,na,na,BKN025,na,na,24/20,Q1015,NULL
2006060821,SBKG,082100Z,15004KT,9999,na,na,SCT020,BKN070,na,23/19,Q1016,NULL
2006060822,SBKG,082200Z,13006KT,9999,na,na,FEW020,SCT030,na,23/20,Q1016,NULL
2006060903,SBKG,090315Z,26002KT,9999,na,na,FEW015,BKN100,na,21/20,Q1017,NULL
2006060904,SBKG,090400Z,23004KT,CAVOK,na,na,na,na,na,21/20,Q1016,NULL
2006060905,SBKG,090500Z,26003KT,CAVOK,na,na,na,na,na,21/20,Q1015,NULL
2006060906,SBKG,090600Z,20004KT,CAVOK,na,na,na,na,na,20/19,Q1015,NULL
2006060907,SBKG,090700Z,22002KT,CAVOK,na,na,na,na,na,20/19,Q1015,NULL
2006060908,SBKG,090800Z,20004KT,CAVOK,na,na,na,na,na,20/19,Q1014,NULL
2006060909,SBKG,090900Z,22002KT,CAVOK,na,na,na,na,na,20/19,Q1015,NULL
2006060910,SBKG,091000Z,18004KT,CAVOK,na,na,na,na,na,20/19,Q1016,NULL
2006060911,SBKG,091100Z,19006KT,CAVOK,na,na,na,na,na,21/19,Q1016,NULL
2006060912,SBKG,091200Z,17010KT,9999,na,na,SCT018,BKN100,na,24/19,Q1016,NULL
2006060913,SBKG,091300Z,17012KT,9999,na,na,BKN022,SCT100,na,27/19,Q1017,NULL
2006060914,SBKG,091400Z,18012KT,9999,na,na,SCT026,BKN100,na,27/19,Q1016,NULL
2006060915,SBKG,091500Z,16010KT,9999,na,na,SCT032,SCT100,na,27/19,Q1015,NULL
2006060916,SBKG,091600Z,16013KT,9999,na,na,BKN030,na,na,29/19,Q1014,NULL
2006060917,SBKG,091700Z,15010KT,9000,na,na,BKN025,na,na,28/20,Q1014,NULL
2006060918,SBKG,091800Z,14010KT,9999,na,na,BKN023,na,na,25/20,Q1014,NULL
2006060919,SBKG,091900Z,18006KT,9999,na,na,FEW015,BKN023,na,23/20,Q1014,NULL
2006060920,SBKG,092000Z,15006KT,9999,na,na,SCT018,SCT020,na,23/21,Q1014,NULL
2006060921,SBKG,092100Z,15004KT,9999,-RA,na,SCT010,BKN018,na,22/21,Q1015,NULL
2006060922,SBKG,092200Z,12004KT,9999,na,na,FEW015,SCT100,na,21/20,Q1015,NULL
2006061003,SBKG,100315Z,13004KT,9999,na,na,FEW016,BKN100,na,21/20,Q1016,NULL
2006061004,SBKG,100400Z,16006KT,9999,na,na,FEW016,BKN100,na,20/20,Q1015,NULL
2006061005,SBKG,100500Z,18004KT,9999,na,na,SCT012,na,na,20/20,Q1014,NULL
2006061006,SBKG,100600Z,00000KT,9999,na,na,FEW007,BKN012,na,20/20,Q1014,NULL
2006061007,SBKG,100700Z,18002KT,9999,na,na,FEW012,BKN015,na,20/20,Q1014,NULL
2006061008,SBKG,100800Z,19006KT,9999,na,na,SCT012,BKN015,na,20/20,Q1014,NULL
2006061009,SBKG,100900Z,21004KT,6000,na,na,SCT010,SCT015,na,20/20,Q1015,NULL
2006061010,SBKG,101000Z,16002KT,9999,na,na,SCT012,SCT016,na,21/19,Q1015,NULL
2006061011,SBKG,101100Z,10008KT,9999,na,na,SCT020,na,na,23/20,Q1016,NULL
2006061012,SBKG,101200Z,15006KT,9999,na,na,BKN020,na,na,24/19,Q1016,NULL
2006061013,SBKG,101300Z,15012KT,9999,na,na,BKN023,na,na,26/19,Q1016,NULL
2006061014,SBKG,101400Z,16008KT,9999,na,na,BKN025,na,na,27/18,Q1016,NULL
2006061015,SBKG,101500Z,15008KT,9999,na,na,BKN025,na,na,28/19,Q1015,NULL
2006061016,SBKG,101600Z,18005KT,9999,na,na,BKN023,na,na,27/18,Q1013,NULL
2006061017,SBKG,101700Z,18010KT,9999,na,na,BKN023,na,na,27/19,Q1013,NULL
2006061018,SBKG,101800Z,16005KT,9999,na,na,BKN023,na,na,26/19,Q1013,NULL
2006061019,SBKG,101900Z,15008KT,9999,na,na,BKN020,na,na,26/19,Q1013,NULL
2006061020,SBKG,102000Z,15005KT,9999,na,na,BKN020,na,na,26/19,Q1013,NULL
2006061021,SBKG,102100Z,16005KT,9999,na,na,SCT020,BKN300,na,24/20,Q1013,NULL
2006061103,SBKG,110315Z,00000KT,CAVOK,na,na,na,na,na,20/19,Q1015,NULL
2006061104,SBKG,110400Z,25002KT,CAVOK,na,na,na,na,na,20/18,Q1014,NULL
2006061105,SBKG,110500Z,28002KT,CAVOK,na,na,na,na,na,19/18,Q1013,NULL
2006061106,SBKG,110600Z,28004KT,9999,na,na,FEW040,SCT150,na,19/18,Q1013,NULL
2006061107,SBKG,110700Z,28006KT,9999,na,na,FEW030,SCT140,na,19/18,Q1013,NULL
2006061108,SBKG,110800Z,26006KT,CAVOK,na,na,na,na,na,20/18,Q1013,NULL
2006061109,SBKG,110900Z,27004KT,CAVOK,na,na,na,na,na,20/18,Q1014,NULL
2006061110,SBKG,111000Z,28005KT,9999,na,na,FEW015,BKN100,na,20/18,Q1015,NULL
2006061111,SBKG,111100Z,27008KT,9999,na,na,FEW020,BKN100,na,22/18,Q1015,NULL
2006061112,SBKG,111200Z,10002KT,6000,-RA,na,BKN015,BKN090,na,22/21,Q1014,NULL
2006061113,SBKG,111300Z,24006KT,CAVOK,na,na,na,na,na,25/18,Q1015,NULL
2006061114,SBKG,111400Z,24005KT,9999,na,na,FEW020,BKN100,na,26/19,Q1015,NULL
2006061115,SBKG,111500Z,18005KT,9999,na,na,FEW020,SCT100,BKN300,27/19,Q1014,NULL
2006061116,SBKG,111600Z,20002KT,9999,na,na,BKN020,BKN100,na,27/20,Q1013,NULL
2006061117,SBKG,111700Z,13008KT,9999,na,na,BKN020,BKN100,na,26/20,Q1013,NULL
2006061118,SBKG,111800Z,14004KT,9999,na,na,SCT015,BKN020,BKN100,25/21,Q1014,NULL
2006061119,SBKG,111900Z,16002KT,5000,-RA,na,BKN015,BKN090,na,24/21,Q1014,NULL
2006061120,SBKG,112000Z,10002KT,6000,-RA,na,BKN015,BKN090,na,22/21,Q1014,NULL
2006061121,SBKG,112100Z,14002KT,5000,-RA,na,BKN015,OVC090,na,22/20,Q1015,NULL
2006061203,SBKG,120315Z,27005KT,1500,-RA,BR,SCT005,BKN008,OVC090,21/21,Q1015,NULL
2006061204,SBKG,120400Z,30003KT,1500,-RA,BR,SCT005,BKN008,OVC090,20/20,Q1015,NULL
2006061205,SBKG,120500Z,33002KT,3000,-RA,na,SCT005,BKN010,OVC090,20/20,Q1014,NULL
2006061206,SBKG,120600Z,30003KT,5000,-RA,na,FEW005,BKN010,OVC090,20/20,Q1014,NULL
2006061207,SBKG,120700Z,23003KT,3000,-RA,BR,FEW005,BKN010,OVC090,20/20,Q1014,NULL
2006061208,SBKG,120800Z,28004KT,5000,-RA,BR,FEW005,BKN010,OVC090,20/20,Q1015,NULL
2006061208,SBKG,120820Z,30005KT,8000,na,na,SCT013,BKN090,na,20/20,Q1015,NULL
2006061209,SBKG,120900Z,33003KT,9999,na,na,SCT013,BKN090,na,20/20,Q1015,NULL
2006061210,SBKG,121000Z,04002KT,9999,na,na,SCT020,BKN090,na,22/20,Q1015,NULL
2006061211,SBKG,121100Z,20002KT,9999,na,na,SCT020,SCT100,na,24/21,Q1016,NULL
2006061212,SBKG,121200Z,14002KT,9999,na,na,SCT023,SCT100,na,26/21,Q1016,NULL
2006061213,SBKG,121300Z,15004KT,9999,na,na,SCT023,SCT300,na,26/21,Q1016,NULL
2006061214,SBKG,121400Z,17007KT,9999,na,na,SCT023,BKN300,na,27/21,Q1016,NULL
2006061215,SBKG,121500Z,17006KT,9999,na,na,BKN023,BKN300,na,27/21,Q1015,NULL
2006061216,SBKG,121600Z,15006KT,9999,na,na,BKN030,SCT100,na,28/22,Q1015,NULL
2006061217,SBKG,121700Z,16004KT,9999,na,na,BKN032,BKN100,na,29/22,Q1014,NULL
2006061218,SBKG,121800Z,15004KT,9999,na,na,SCT032,BKN100,na,28/22,Q1014,NULL
2006061219,SBKG,121900Z,12006KT,9999,na,na,FEW032,SCT100,na,27/21,Q1014,NULL
2006061220,SBKG,122000Z,13004KT,9999,na,na,FEW022,SCT032,na,26/22,Q1015,NULL
2006061221,SBKG,122100Z,12008KT,9999,na,na,SCT022,SCT026,na,25/22,Q1016,NULL
2006061222,SBKG,122200Z,12008KT,9999,na,na,BKN015,SCT022,na,24/22,Q1017,NULL
2006061303,SBKG,130315Z,15002KT,9999,na,na,SCT010,BKN015,na,22/21,Q1018,NULL
2006061304,SBKG,130400Z,17002KT,9999,na,na,BKN015,na,na,22/21,Q1017,NULL
2006061305,SBKG,130500Z,19004KT,9999,na,na,BKN017,na,na,22/21,Q1017,NULL
2006061306,SBKG,130600Z,18004KT,9999,na,na,BKN015,na,na,22/21,Q1016,NULL
2006061307,SBKG,130700Z,17003KT,9999,na,na,SCT017,BKN100,na,22/21,Q1016,NULL
2006061308,SBKG,130800Z,18003KT,9999,na,na,SCT017,BKN100,na,22/21,Q1017,NULL
2006061309,SBKG,130900Z,25004KT,9999,na,na,SCT010,BKN015,BKN100,22/21,Q1017,NULL
2006061310,SBKG,131000Z,33005KT,9999,na,na,SCT010,BKN015,BKN100,22/21,Q1018,NULL
2006061310,SBKG,131025Z,20008KT,4000,-RA,BR,SCT010,BKN015,BKN100,22/21,Q1018,NULL
2006061311,SBKG,131100Z,18005KT,4000,-RA,BR,SCT010,SCT015,BKN100,22/21,Q1018,NULL
2006061312,SBKG,131200Z,19007KT,9999,na,na,SCT010,BKN015,OVC100,22/21,Q1018,NULL
2006061313,SBKG,131300Z,18007KT,8000,-RA,na,SCT010,BKN015,OVC100,23/21,Q1014,NULL
2006061314,SBKG,131400Z,18010KT,9999,na,na,SCT015,BKN017,BKN100,25/21,Q1018,NULL
2006061315,SBKG,131500Z,16010KT,9999,na,na,SCT020,BKN100,na,26/20,Q1017,NULL
2006061316,SBKG,131600Z,15010KT,9999,na,na,SCT016,BKN022,BKN100,26/20,Q1016,NULL
2006061317,SBKG,131700Z,16010KT,9999,na,na,SCT030,BKN100,na,26/20,Q1016,NULL
2006061318,SBKG,131800Z,17012KT,9999,na,na,SCT030,BKN100,na,26/19,Q1015,NULL
2006061319,SBKG,131900Z,18012KT,8000,na,na,SCT030,BKN100,na,25/19,Q1016,NULL
2006061320,SBKG,132000Z,13006KT,9999,na,na,SCT030,SCT100,BKN300,25/22,Q1016,NULL
2006061321,SBKG,132100Z,15005KT,CAVOK,na,na,na,na,na,22/20,Q1017,NULL
2006061322,SBKG,132200Z,16004KT,CAVOK,na,na,na,na,na,21/19,Q1018,NULL
2006061403,SBKG,140315Z,18005KT,9999,na,na,SCT007,BKN015,na,21/19,Q1017,NULL
