Timestamp,Airport,Timezone,DirInten,Visibility,Weather0,Weather1,CG0,CG1,CG2,TTD,Pressure,ReraRets
2005060214,SBKG,021400Z,10006KT,2000,RA,na,BKN007,BKN010,OVC070,22/21,Q1017,NULL
2005060215,SBKG,021500Z,13008KT,3000,-RA,na,SCT007,BKN010,OVC070,23/22,Q1016,NULL
2005060216,SBKG,021600Z,13006KT,3000,-RA,na,SCT007,BKN010,OVC070,23/22,Q1016,NULL
2005060217,SBKG,021700Z,12006KT,3000,-RA,na,SCT007,BKN010,OVC070,22/22,Q1015,NULL
2005060218,SBKG,021800Z,13006KT,3000,-RA,na,SCT007,BKN010,OVC070,23/22,Q1015,NULL
2005060219,SBKG,021900Z,14010KT,4000,-RA,na,SCT007,BKN010,OVC070,22/21,Q1015,NULL
2005060220,SBKG,022000Z,13006KT,4000,-RA,na,SCT007,BKN010,OVC070,21/20,Q1016,NULL
2005060221,SBKG,022100Z,13006KT,4000,-RA,na,SCT007,BKN010,OVC070,21/20,Q1016,NULL
2005060222,SBKG,022200Z,11004KT,6000,na,na,SCT007,BKN010,OVC070,21/21,Q1016,NULL
2005060223,SBKG,022300Z,12004KT,6000,na,na,BKN010,OVC070,na,21/21,Q1017,NULL
2005060300,SBKG,030000Z,00000KT,6000,-RA,na,BKN010,OVC070,na,21/21,Q1017,NULL
2005060301,SBKG,030100Z,16004KT,5000,-DZ,na,SCT008,BKN010,OVC070,21/21,Q1017,NULL
2005060302,SBKG,030200Z,00000KT,5000,-RA,BR,SCT008,BKN010,OVC070,21/21,Q1017,NULL
2005060303,SBKG,030300Z,13006KT,5000,-RA,BR,BKN010,SCT012,OVC070,21/21,Q1017,NULL
2005060309,SBKG,030900Z,20003KT,6000,na,na,SCT010,SCT070,na,21/21,Q1016,NULL
2005060310,SBKG,031000Z,18004KT,7000,na,na,BKN015,BKN080,na,22/21,Q1017,NULL
2005060311,SBKG,031100Z,20007KT,9999,na,na,SCT015,SCT080,na,22/20,Q1017,NULL
2005060312,SBKG,031200Z,19011KT,9999,na,na,BKN017,na,na,23/20,Q1018,NULL
2005060313,SBKG,031300Z,18009KT,9999,na,na,SCT020,SCT080,na,24/20,Q1018,NULL
2005060314,SBKG,031400Z,17010KT,9999,na,na,SCT020,BKN100,na,26/20,Q1017,NULL
2005060315,SBKG,031500Z,15010KT,9999,na,na,FEW015,BKN020,BKN100,25/20,Q1017,NULL
2005060316,SBKG,031600Z,15010KT,9999,na,na,BKN020,BKN100,na,25/19,Q1016,NULL
2005060317,SBKG,031700Z,15008KT,9999,na,na,BKN020,BKN100,na,25/19,Q1015,NULL
2005060318,SBKG,031800Z,12006KT,8000,na,na,SCT010,BKN015,BKN100,23/21,Q1015,NULL
2005060319,SBKG,031900Z,14006KT,9999,na,na,BKN016,SCT018,BKN100,23/20,Q1015,NULL
2005060320,SBKG,032000Z,14011KT,9999,na,na,BKN018,BKN100,na,22/20,Q1016,NULL
2005060321,SBKG,032100Z,12008KT,9999,na,na,BKN016,SCT018,BKN100,22/20,Q1017,NULL
2005060322,SBKG,032200Z,18014KT,8000,na,na,SCT012,SCT015,BKN100,21/21,Q1017,NULL
2005060323,SBKG,032300Z,15003KT,9999,na,na,FEW012,SCT015,na,21/21,Q1018,NULL
2005060400,SBKG,040000Z,18002KT,9999,na,na,BKN015,BKN100,na,21/20,Q1018,NULL
2005060401,SBKG,040100Z,00000KT,9999,na,na,FEW014,BKN090,na,21/20,Q1018,NULL
2005060402,SBKG,040200Z,00000KT,9999,na,na,FEW014,BKN090,na,21/20,Q1017,NULL
2005060403,SBKG,040300Z,17003KT,9999,na,na,FEW014,SCT090,na,20/20,Q1017,NULL
2005060409,SBKG,040900Z,18002KT,9999,na,na,SCT010,BKN015,na,20/19,Q1016,NULL
2005060410,SBKG,041000Z,19002KT,9999,na,na,SCT010,SCT070,na,21/20,Q1017,NULL
2005060411,SBKG,041100Z,15006KT,9999,na,na,FEW010,SCT015,na,22/20,Q1017,NULL
2005060412,SBKG,041200Z,15010KT,9999,na,na,FEW010,SCT015,BKN100,23/20,Q1018,NULL
2005060412,SBKG,041246Z,15010KT,6000,-RA,na,BKN010,BKN015,BKN100,23/20,Q1018,NULL
2005060412,SBKG,041248Z,15010KT,6000,-RA,na,BKN010,BKN015,BKN100,23/20,Q1018,NULL
2005060413,SBKG,041300Z,16008KT,8000,na,na,SCT010,BKN015,BKN100,24/20,Q1018,NULL
2005060414,SBKG,041400Z,13008KT,9999,na,na,FEW010,BKN015,BKN100,24/21,Q1017,NULL
2005060415,SBKG,041500Z,13012KT,5000,-RA,na,BKN010,BKN015,BKN100,23/22,Q1017,NULL
2005060416,SBKG,041600Z,15006KT,9999,na,na,SCT010,BKN012,na,24/22,Q1016,NULL
2005060417,SBKG,041700Z,11010KT,5000,-RA,na,BKN010,BKN012,na,24/22,Q1016,NULL
2005060418,SBKG,041800Z,13006KT,6000,-RA,na,FEW007,BKN012,na,22/21,Q1016,NULL
2005060419,SBKG,041900Z,10006KT,5000,-RA,na,SCT007,BKN012,na,22/21,Q1016,NULL
2005060420,SBKG,042000Z,12005KT,9999,na,na,BKN018,na,na,22/21,Q1016,NULL
2005060421,SBKG,042100Z,13006KT,9999,na,na,SCT017,BKN090,na,22/21,Q1016,NULL
2005060422,SBKG,042200Z,12002KT,9999,na,na,BKN015,SCT090,na,21/21,Q1017,NULL
2005060423,SBKG,042300Z,15002KT,9999,na,na,FEW010,SCT090,na,21/21,Q1017,NULL
2005060500,SBKG,050000Z,14005KT,9999,na,na,FEW010,na,na,21/21,Q1018,NULL
2005060501,SBKG,050100Z,13003KT,9999,na,na,SCT017,na,na,21/21,Q1018,NULL
2005060502,SBKG,050200Z,14006KT,5000,-RA,na,FEW008,BKN014,BKN090,21/21,Q1018,NULL
2005060503,SBKG,050300Z,13005KT,5000,BR,na,SCT006,BKN012,BKN090,21/21,Q1017,NULL
2005060509,SBKG,050900Z,12006KT,4000,BR,na,OVC007,na,na,21/21,Q1017,NULL
2005060510,SBKG,051000Z,12006KT,3500,-DZ,BR,OVC008,na,na,21/21,Q1017,NULL
2005060511,SBKG,051100Z,12006KT,3500,BR,na,OVC008,na,na,21/21,Q1018,NULL
2005060512,SBKG,051200Z,12006KT,2500,-RA,BR,BKN008,BKN012,OVC080,22/21,Q1018,NULL
2005060513,SBKG,051300Z,14008KT,9999,na,na,BKN010,BKN012,BKN100,23/22,Q1018,NULL
2005060514,SBKG,051400Z,15008KT,9999,na,na,SCT010,BKN014,na,24/22,Q1017,NULL
2005060515,SBKG,051500Z,16012KT,6000,-RA,na,SCT012,SCT015,na,23/22,Q1017,NULL
2005060516,SBKG,051600Z,13012KT,3000,-RA,na,BKN008,BKN014,BKN100,24/23,Q1016,NULL
2005060517,SBKG,051700Z,15012KT,8000,na,na,SCT010,BKN014,BKN100,23/23,Q1016,NULL
2005060518,SBKG,051800Z,13008KT,8000,na,na,SCT012,BKN015,BKN100,23/22,Q1016,NULL
2005060519,SBKG,051900Z,14009KT,9999,na,na,SCT014,SCT015,BKN100,24/22,Q1015,NULL
2005060520,SBKG,052000Z,12006KT,9999,na,na,SCT014,BKN017,na,23/22,Q1016,NULL
2005060521,SBKG,052100Z,14008KT,9999,na,na,SCT012,BKN015,na,22/20,Q1016,NULL
2005060522,SBKG,052200Z,13008KT,9999,na,na,SCT015,na,na,22/21,Q1016,NULL
2005060523,SBKG,052300Z,14006KT,9999,na,na,SCT017,na,na,23/21,Q1017,NULL
2005060600,SBKG,060000Z,16006KT,9999,na,na,SCT017,na,na,22/21,Q1017,NULL
2005060601,SBKG,060100Z,17008KT,9999,na,na,SCT017,na,na,22/21,Q1018,NULL
2005060602,SBKG,060200Z,18004KT,9999,na,na,SCT017,na,na,21/21,Q1017,NULL
2005060603,SBKG,060300Z,16006KT,9999,na,na,SCT017,na,na,22/21,Q1017,NULL
2005060609,SBKG,060900Z,18004KT,9000,NSC,na,na,na,na,20/19,Q1016,NULL
2005060610,SBKG,061000Z,19006KT,9999,na,na,SCT018,BKN090,na,21/19,Q1017,NULL
2005060611,SBKG,061100Z,18008KT,9000,na,na,SCT018,BKN090,na,21/20,Q1017,NULL
2005060612,SBKG,061200Z,16006KT,3000,-DZ,na,SCT008,BKN010,BKN090,21/21,Q1017,NULL
2005060613,SBKG,061300Z,17008KT,3000,na,na,SCT010,BKN014,OVC070,22/21,Q1017,NULL
2005060613,SBKG,061330Z,17008KT,5000,BR,na,SCT012,BKN015,BKN070,23/20,Q1017,NULL
2005060614,SBKG,061400Z,18007KT,9999,na,na,SCT012,BKN015,BKN090,24/21,Q1017,NULL
2005060615,SBKG,061500Z,15009KT,9999,na,na,SCT012,BKN015,BKN090,24/20,Q1017,NULL
2005060616,SBKG,061600Z,15009KT,5000,-RA,na,SCT010,BKN015,BKN090,23/21,Q1016,NULL
2005060616,SBKG,061620Z,13007KT,2500,-RA,na,SCT010,BKN015,BKN070,23/22,Q1016,NULL
2005060617,SBKG,061700Z,15006KT,6000,-RA,na,SCT008,SCT015,BKN070,22/21,Q1015,NULL
2005060618,SBKG,061800Z,13006KT,7000,-RA,na,BKN013,BKN017,BKN070,23/21,Q1015,NULL
2005060619,SBKG,061900Z,12005KT,6000,-RA,na,SCT010,SCT015,BKN070,23/22,Q1015,NULL
2005060620,SBKG,062000Z,13005KT,9000,na,na,BKN013,BKN090,na,22/21,Q1015,NULL
2005060621,SBKG,062100Z,17010KT,3000,-RA,na,BKN010,BKN070,na,21/21,Q1016,NULL
2005060622,SBKG,062200Z,13006KT,3000,-RA,na,SCT005,BKN010,BKN070,21/20,Q1016,NULL
2005060623,SBKG,062300Z,15004KT,9999,na,na,BKN010,na,na,21/20,Q1017,NULL
2005060700,SBKG,070000Z,15003KT,9999,na,na,BKN010,na,na,21/20,Q1017,NULL
2005060701,SBKG,070100Z,12002KT,9999,na,na,BKN010,na,na,21/20,Q1017,NULL
2005060702,SBKG,070200Z,15004KT,9999,na,na,BKN010,na,na,21/20,Q1017,NULL
2005060703,SBKG,070300Z,18006KT,9999,na,na,BKN010,na,na,21/20,Q1016,NULL
2005060709,SBKG,070900Z,17004KT,9999,na,na,BKN015,BKN090,na,21/20,Q1015,NULL
2005060710,SBKG,071000Z,18006KT,9000,na,na,SCT012,BKN015,BKN090,22/20,Q1016,NULL
2005060711,SBKG,071100Z,15006KT,9999,na,na,FEW015,BKN090,na,23/20,Q1017,NULL
2005060712,SBKG,071200Z,15007KT,9999,na,na,BKN016,BKN090,na,23/20,Q1017,NULL
2005060713,SBKG,071300Z,15009KT,7000,-RA,na,BKN016,BKN070,na,23/20,Q1017,NULL
2005060714,SBKG,071400Z,14010KT,6000,-RA,na,BKN015,BKN070,na,23/20,Q1017,NULL
2005060715,SBKG,071500Z,16008KT,6000,na,na,SCT010,BKN015,BKN070,22/21,Q1016,NULL
2005060716,SBKG,071600Z,14008KT,9999,na,na,SCT015,BKN017,BKN090,23/21,Q1015,NULL
2005060717,SBKG,071700Z,13006KT,3000,-RA,na,SCT006,BKN010,BKN090,22/21,Q1015,NULL
2005060718,SBKG,071800Z,16006KT,4000,-RA,na,SCT006,BKN010,BKN070,22/21,Q1015,NULL
2005060719,SBKG,071900Z,14004KT,6000,na,na,SCT010,BKN015,BKN070,23/21,Q1015,NULL
2005060720,SBKG,072000Z,17002KT,9999,na,na,SCT015,SCT017,BKN090,22/21,Q1015,NULL
2005060721,SBKG,072100Z,18008KT,4000,-RA,na,SCT010,BKN015,BKN070,21/20,Q1015,NULL
2005060722,SBKG,072200Z,13006KT,4000,-RA,na,BKN010,BKN015,BKN070,21/20,Q1016,NULL
2005060723,SBKG,072300Z,11003KT,5000,BR,na,BKN010,SCT015,BKN070,21/20,Q1016,NULL
2005060800,SBKG,080000Z,19002KT,6000,na,na,BKN010,SCT012,OVC080,21/21,Q1017,NULL
2005060801,SBKG,080100Z,16004KT,4000,-RA,BR,BKN010,SCT012,OVC080,21/21,Q1017,NULL
2005060802,SBKG,080200Z,15006KT,3500,-RA,BR,BKN010,SCT012,OVC080,21/21,Q1017,NULL
2005060803,SBKG,080300Z,13005KT,3000,-RA,BR,BKN010,SCT012,OVC070,21/21,Q1017,NULL
2005060809,SBKG,080900Z,18004KT,3000,-RA,na,BKN010,OVC070,na,20/20,Q1016,NULL
2005060810,SBKG,081000Z,17004KT,4000,-RA,na,BKN010,OVC070,na,21/20,Q1017,NULL
2005060811,SBKG,081100Z,14006KT,5000,-RA,na,SCT010,BKN015,BKN070,22/20,Q1018,NULL
2005060812,SBKG,081200Z,16008KT,9999,na,na,SCT015,BKN017,BKN090,23/21,Q1018,NULL
2005060813,SBKG,081300Z,14008KT,9999,na,na,SCT015,BKN017,BKN090,23/21,Q1018,NULL
2005060814,SBKG,081400Z,13008KT,9999,na,na,SCT015,BKN017,BKN090,25/21,Q1018,NULL
2005060815,SBKG,081500Z,12010KT,9999,na,na,SCT010,BKN015,BKN090,24/21,Q1018,NULL
2005060816,SBKG,081600Z,13007KT,9999,na,na,FEW010,BKN015,BKN090,25/21,Q1016,NULL
2005060817,SBKG,081700Z,18014KT,8000,na,na,SCT010,BKN015,BKN070,23/20,Q1016,NULL
2005060818,SBKG,081800Z,15008KT,9999,na,na,SCT015,BKN070,na,24/21,Q1015,NULL
2005060819,SBKG,081900Z,15008KT,9999,na,na,FEW010,SCT015,BKN070,24/20,Q1015,NULL
2005060820,SBKG,082000Z,15006KT,8000,na,na,SCT010,SCT015,BKN070,24/21,Q1016,NULL
2005060821,SBKG,082100Z,14006KT,7000,na,na,BKN010,SCT012,BKN080,22/21,Q1016,NULL
2005060822,SBKG,082200Z,14007KT,9999,na,na,SCT012,SCT015,BKN080,22/22,Q1017,NULL
2005060823,SBKG,082300Z,12006KT,9999,na,na,SCT012,BKN015,BKN090,22/21,Q1017,NULL
2005060900,SBKG,090000Z,13007KT,9999,na,na,FEW012,BKN015,na,22/20,Q1018,NULL
2005060901,SBKG,090100Z,14006KT,9999,na,na,SCT014,SCT090,na,21/21,Q1018,NULL
2005060902,SBKG,090200Z,16006KT,3000,na,na,SCT006,BKN010,BKN015,21/21,Q1018,NULL
2005060903,SBKG,090300Z,18007KT,5000,na,na,SCT006,BKN010,OVC070,21/21,Q1018,NULL
2005060909,SBKG,090900Z,15006KT,5000,BR,na,BKN010,BKN015,na,21/20,Q1017,NULL
2005060910,SBKG,091000Z,15010KT,9999,na,na,SCT010,SCT015,BKN070,21/19,Q1018,NULL
2005060911,SBKG,091100Z,16010KT,9999,na,na,SCT010,BKN015,BKN070,22/21,Q1019,NULL
2005060912,SBKG,091200Z,15010KT,9999,na,na,SCT010,BKN015,na,23/20,Q1019,NULL
2005060913,SBKG,091300Z,18010KT,9999,na,na,SCT010,BKN015,na,24/20,Q1019,NULL
2005060914,SBKG,091400Z,18012KT,9999,na,na,FEW010,BKN015,na,25/19,Q1018,NULL
2005060915,SBKG,091500Z,16010KT,9999,na,na,BKN018,na,na,24/19,Q1018,NULL
2005061015,SBKG,101500Z,17008KT,9999,na,na,SCT012,BKN017,na,25/21,Q1018,NULL
2005061016,SBKG,101600Z,17009KT,8000,na,na,FEW012,SCT017,BKN090,24/20,Q1017,NULL
2005061017,SBKG,101700Z,14010KT,9999,na,na,BKN017,BKN090,na,25/21,Q1016,NULL
2005061017,SBKG,101720Z,17011KT,7000,-RA,na,BKN012,BKN015,BKN090,25/22,Q1016,NULL
2005061018,SBKG,101800Z,18006KT,8000,na,na,FEW012,SCT015,BKN090,24/22,Q1016,NULL
2005061019,SBKG,101900Z,13006KT,9999,na,na,FEW015,SCT018,BKN090,23/22,Q1016,NULL
2005061020,SBKG,102000Z,14006KT,8000,na,na,SCT010,BKN015,BKN090,23/22,Q1016,NULL
2005061021,SBKG,102100Z,14006KT,9999,na,na,SCT010,BKN015,BKN090,22/21,Q1017,NULL
2005061022,SBKG,102200Z,13004KT,9999,na,na,SCT010,BKN015,BKN090,22/21,Q1017,NULL
2005061022,SBKG,102215Z,16006KT,3000,-RA,na,SCT006,BKN010,BKN090,22/21,Q1018,NULL
2005061023,SBKG,102300Z,16008KT,6000,na,na,SCT010,BKN015,BKN090,21/21,Q1018,NULL
2005061100,SBKG,110000Z,14006KT,5000,-RA,na,SCT010,BKN015,BKN070,21/21,Q1018,NULL
2005061101,SBKG,110100Z,16006KT,6000,na,na,BKN015,BKN070,na,21/21,Q1018,NULL
2005061102,SBKG,110200Z,18004KT,5000,-RA,na,BKN015,BKN070,na,21/20,Q1018,NULL
2005061103,SBKG,110300Z,16006KT,5000,-RA,na,BKN015,OVC070,na,21/20,Q1018,NULL
2005061109,SBKG,110900Z,18006KT,3000,-RA,BR,SCT006,BKN010,OVC070,20/20,Q1017,NULL
2005061110,SBKG,111000Z,18006KT,4000,-RA,BR,SCT006,BKN010,OVC070,20/20,Q1018,NULL
2005061111,SBKG,111100Z,14006KT,5000,BR,na,FEW008,BKN012,OVC070,21/20,Q1018,NULL
2005061112,SBKG,111200Z,17008KT,9000,na,na,SCT012,BKN015,BKN080,21/20,Q1019,NULL
2005061113,SBKG,111300Z,14007KT,3000,na,na,SCT006,BKN010,OVC070,22/21,Q1018,NULL
2005061114,SBKG,111400Z,15005KT,9999,na,na,SCT010,BKN015,BKN090,23/21,Q1018,NULL
2005061115,SBKG,111500Z,18009KT,9000,na,na,BKN015,BKN090,na,23/21,Q1017,NULL
2005061116,SBKG,111600Z,15008KT,9999,na,na,SCT015,BKN090,na,23/20,Q1017,NULL
2005061117,SBKG,111700Z,20007KT,4000,-RA,na,BKN013,BKN017,BKN070,22/20,Q1016,NULL
2005061118,SBKG,111800Z,13008KT,3000,-RA,na,BKN012,BKN015,OVC070,21/21,Q1016,NULL
2005061118,SBKG,111810Z,13005KT,5000,-RA,na,BKN012,BKN015,OVC070,21/21,Q1016,NULL
2005061118,SBKG,111835Z,15008KT,9000,na,na,SCT012,BKN020,OVC070,22/21,Q1016,NULL
2005061119,SBKG,111900Z,15007KT,5000,-RA,na,SCT012,BKN020,OVC070,22/21,Q1016,NULL
2005061120,SBKG,112000Z,13003KT,9999,na,na,SCT010,SCT070,na,22/21,Q1016,NULL
2005061121,SBKG,112100Z,14004KT,9999,na,na,SCT010,SCT017,BKN090,22/20,Q1017,NULL
2005061122,SBKG,112200Z,15002KT,9999,na,na,SCT010,na,na,22/20,Q1017,NULL
2005061123,SBKG,112300Z,12004KT,9999,na,na,SCT010,na,na,21/20,Q1018,NULL
2005061200,SBKG,120000Z,12004KT,9999,na,na,SCT010,na,na,21/20,Q1018,NULL
2005061201,SBKG,120100Z,00000KT,9999,na,na,SCT010,na,na,21/20,Q1018,NULL
2005061202,SBKG,120200Z,12002KT,9999,na,na,FEW010,na,na,21/20,Q1018,NULL
2005061203,SBKG,120300Z,13003KT,9999,na,na,SCT010,na,na,21/20,Q1017,NULL
2005061209,SBKG,120900Z,15004KT,3000,-RA,na,SCT006,BKN010,OVC070,20/20,Q1017,NULL
2005061210,SBKG,121000Z,14006KT,5000,-RA,na,BKN010,OVC070,na,21/20,Q1017,NULL
2005061211,SBKG,121100Z,13006KT,9999,na,na,BKN015,BKN070,na,22/20,Q1018,NULL
2005061212,SBKG,121200Z,12006KT,8000,na,na,BKN015,BKN070,na,22/20,Q1019,NULL
2005061213,SBKG,121300Z,12008KT,9999,na,na,SCT017,BKN090,na,23/21,Q1019,NULL
2005061214,SBKG,121400Z,14008KT,9999,na,na,BKN017,BKN090,na,24/21,Q1018,NULL
2005061215,SBKG,121500Z,14012KT,9999,na,na,SCT017,BKN090,na,25/21,Q1017,NULL
2005061216,SBKG,121600Z,14009KT,9999,na,na,SCT017,BKN090,na,25/20,Q1016,NULL
2005061217,SBKG,121700Z,16007KT,9999,na,na,SCT017,BKN090,na,26/20,Q1016,NULL
2005061218,SBKG,121800Z,17013KT,9999,na,na,FEW017,BKN090,na,26/20,Q1015,NULL
2005061219,SBKG,121900Z,15008KT,9999,na,na,FEW017,BKN090,na,25/21,Q1015,NULL
2005061220,SBKG,122000Z,15007KT,9999,na,na,FEW017,BKN090,na,24/21,Q1015,NULL
2005061221,SBKG,122100Z,13004KT,9999,na,na,SCT015,BKN090,na,23/20,Q1016,NULL
2005061222,SBKG,122200Z,13006KT,CAVOK,na,na,na,na,na,22/20,Q1016,NULL
2005061223,SBKG,122300Z,13004KT,9999,na,na,SCT016,na,na,22/20,Q1017,NULL
2005061300,SBKG,130000Z,15004KT,9999,na,na,FEW016,na,na,21/20,Q1017,NULL
2005061301,SBKG,130100Z,15006KT,9999,na,na,FEW016,na,na,21/20,Q1017,NULL
2005061302,SBKG,130200Z,15002KT,CAVOK,na,na,na,na,na,21/20,Q1017,NULL
2005061303,SBKG,130300Z,13002KT,9999,na,na,BKN018,na,na,21/20,Q1017,NULL
2005061309,SBKG,130900Z,18004KT,3000,BR,na,SCT006,BKN010,BKN070,20/20,Q1016,NULL
2005061310,SBKG,131000Z,16006KT,3000,-RA,BR,SCT006,BKN010,BKN070,21/20,Q1016,NULL
2005061311,SBKG,131100Z,18004KT,5000,BR,na,SCT010,BKN015,BKN090,21/20,Q1017,NULL
2005061312,SBKG,131200Z,18006KT,5000,-RA,na,SCT010,BKN015,BKN090,22/20,Q1017,NULL
2005061313,SBKG,131300Z,16006KT,5000,-RA,na,BKN010,BKN015,BKN090,23/21,Q1018,NULL
2005061313,SBKG,131330Z,16004KT,3000,-RA,na,BKN010,BKN015,OVC070,22/21,Q1017,NULL
2005061314,SBKG,131400Z,14006KT,5000,-RA,na,BKN010,BKN015,OVC070,22/21,Q1017,NULL
2005061315,SBKG,131500Z,12008KT,4000,-RA,BR,SCT005,BKN010,OVC070,23/22,Q1017,NULL
2005061316,SBKG,131600Z,12006KT,8000,na,na,SCT005,BKN010,BKN015,24/21,Q1016,NULL
2005061317,SBKG,131700Z,12008KT,8000,na,na,SCT006,SCT010,BKN015,23/21,Q1015,NULL
2005061318,SBKG,131800Z,12004KT,7000,-RA,na,SCT006,SCT010,BKN015,23/22,Q1015,NULL
2005061319,SBKG,131900Z,12006KT,9999,na,na,SCT010,SCT015,BKN090,24/22,Q1015,NULL
2005061320,SBKG,132000Z,12006KT,9999,na,na,SCT010,BKN015,na,23/22,Q1015,NULL
2005061321,SBKG,132100Z,13004KT,9999,na,na,SCT010,BKN015,BKN100,23/22,Q1016,NULL
2005061322,SBKG,132200Z,13004KT,9999,na,na,BKN017,na,na,22/22,Q1016,NULL
2005061323,SBKG,132300Z,12005KT,9999,na,na,SCT015,SCT100,na,22/21,Q1017,NULL
2005061400,SBKG,140000Z,12004KT,9999,na,na,SCT015,SCT018,BKN100,21/21,Q1017,NULL
2005061401,SBKG,140100Z,10005KT,9999,na,na,SCT015,SCT090,na,21/21,Q1017,NULL
2005061402,SBKG,140200Z,13006KT,9000,na,na,FEW005,SCT012,na,21/21,Q1017,NULL
2005061403,SBKG,140300Z,10004KT,9999,na,na,SCT005,SCT012,BKN090,21/21,Q1017,NULL
2005061409,SBKG,140900Z,12003KT,0100,FG,na,BKN003,BKN008,OVC070,22/22,Q1016,NULL
2005061409,SBKG,140938Z,12003KT,2000,BR,na,SCT005,BKN010,BKN015,22/21,Q1017,NULL
2005061410,SBKG,141000Z,12002KT,3000,BR,na,SCT006,BKN010,BKN015,22/21,Q1017,NULL
2005061411,SBKG,141100Z,12004KT,5000,BR,na,BKN010,BKN015,na,23/21,Q1018,NULL
2005061412,SBKG,141200Z,12006KT,3000,-RA,BR,BKN010,BKN015,na,23/21,Q1018,NULL
2005061413,SBKG,141300Z,13006KT,3000,-RA,BR,SCT006,BKN010,OVC070,23/22,Q1018,NULL
2005061414,SBKG,141400Z,13006KT,3000,-RA,BR,SCT006,BKN010,OVC070,23/22,Q1018,NULL
2005061415,SBKG,141500Z,12006KT,2500,na,na,BKN010,BKN015,OVC080,23/23,Q1017,NULL
2005061416,SBKG,141600Z,11007KT,3500,na,na,BKN010,BKN015,OVC080,23/22,Q1017,NULL
2005061417,SBKG,141700Z,12012KT,2500,BR,na,BKN010,BKN015,OVC080,22/22,Q1016,NULL
2005061417,SBKG,141725Z,13008KT,1500,BR,na,BKN010,BKN015,OVC080,22/22,Q1017,NULL
